pathway	external_id	source	entrez_gene_ids
arginine degradation III (arginine decarboxylase/agmatinase pathway)	PWY0-823	MouseCyc	75986
Organic cation transport	REACT_126948	Reactome	3,080,518,400,205,170,000,000,000,000,000,000,000,000
DNA Damage Recognition in GG-NER	REACT_92224	Reactome	1,935,922,591
fatty acid activation	PWY-5143	MouseCyc	216,739,507,903,288,000,000,000,000,000,000
thioredoxin pathway	THIOREDOX-PWY	MouseCyc	2,646,250,493,232,220
FMO oxidizes nucleophiles	REACT_109086	Reactome	559,901,426,114,262
COX reactions	REACT_30557	Reactome	19224
Stabilization of mRNA by HuR	REACT_132657	Reactome	103,573,695,831,875,000,000,000,000,000,000,000,000,000
Regulation of mRNA Stability by Proteins that Bind AU-rich Elements	REACT_126062	Reactome	22,771,569,583,184,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
ubiquinol-6 biosynthesis (eukaryotic)	PWY3O-19	MouseCyc	230027
Rap1 signalling	REACT_102177	Reactome	193,952,046,911,035,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Adaptive Immune System	REACT_98668	Reactome	14164,20963,60533,59008,16591,77371,74244,223864,78910,93765,192656,21354,20343,20866,12526,19264,22201,100043027,17246,20821,19247,235320,108723,12330,56508,16150,50754,52118,20469,12519,16414,15013,19696,22346,24105,72323,21939,93836,11768,15001,12010,101056305,13058,54601,13430,16419,110351,68652,18566,78541,228775,15370,20779,667035,22637,12575,224170,14998,58205,67923,23900,16438,14178,74153,12576,80751,16396,78369,17470,217232,16797,240168,18708,321006,17973,14991,76294,380711,13874,94090,54167,69807,15043,140629,18479,54401,211949,327826,15204,83379,51792,103583,12520,15170,231380,57443,77647,117146,225825,218811,16653,17970,16071,14980,266815,76608,11773,240354,12015,107995,433766,53421,70392,75778,20334,57781,271375,100048845,14360,15015,15461,13867,12501,18707,14184,19294,67300,22323,66743,26377,18037,98432,14183,16818,18590,12234,16401,12314,14171,28105,381091,66663,56458,224105,12525,18744,69010,230654,12703,328234,12491,66397,13800,66772,99683,226849,245615,50928,109905,20662,14964,22222,16149,12317,74132,208372,16408,15985,225849,65257,22324,18607,13057,19053,22215,56371,22376,23807,16410,218215,15039,14172,14827,12503,11764,26554,18596,84544,14177,110157,243864,67455,22187,18749,83490,56515,14165,26410,630294,18176,21402,58988,14969,50762,21355,76375,12675,56716,215449,17969,68098,71770,22329,13649,16151,230979,15200,26931,16415,15018,19697,71984,66313,56424,110786,208154,606496,230904,12504,11769,12371,15006,12223,14794,66440,22209,56464,65247,14186,57743,242785,12550,14129,12402,14174,17237,14999,20404,94212,17311,18033,667977,69608,16439,14179,17999,21356,21947,66515,18751,384783,16590,18709,224826,71745,18803,94091,78294,18761,15040,16428,106052,213002,15894,239849,26932,22084,100763,22200,12487,18706,242521,22612,17123,109305,52563,16421,14960,14026,20335,230903,12518,68999,12313,66212,100044019,12540,117590,67112,11771,15000,11772,27007,23880,84585,26965,217217,100042150,16440,14180,233040,18591,379043,16331,66141,22190,18595,68729,78757,69706,74603,26409,232910,56317,13039,19353,17444,18035,12478,19141,142687,12266,14972,20416,244650,110558,227738,21770,240028,56438,17972,14990,142688,22034,67673,74646,27401,73699,80876,83961,67588,245616,74769,100044020,13869,75717,69116,13645,107568,65972,19395,12315,226541,80857,69299,99152,69162,12988,12912,14173,12500,11765,15002,65255,14130,13040,16136,209239,78889,18036,16367,14182,12229,56554,66589,227743,50723,13866,14170,19091,110379,13033,12757,75788,208650,12524,18747,17222,56717,22631,12702,12490,17060,100529082,56484,69957,13052,19211,140630,52206,11840,209200,77777,16412,15019,68854,56637,270152,57751,68713,50868,117589,22063,234779,59026,15007,65256,19052,252903,16822,246278,11651,67605,100042561,19419,231672,58194,14175,14897,12502,11767,19822,14784,22186,211323,15896,74482,12042,12477,17096,14388,64654,14176,619960,224938,110557,83814
APC/C:Cdc20 mediated degradation of Cyclin B	REACT_30638	Reactome	52,206,590,082,219,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
APC/C:Cdc20 mediated degradation of Securin	REACT_109907	Reactome	52,206,309,395,900,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
APC/C:Cdc20 mediated degradation of mitotic proteins	REACT_96630	Reactome	2,219,059,008,172,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	REACT_84157	Reactome	221,905,900,817,222,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Monoamines are oxidized to aldehydes by MAOA and MAOB, producing NH3 and H2O2	REACT_95845	Reactome	10,973,117,161
Polyamines are oxidized to amines, aldehydes and H2O2 by PAOs	REACT_31202	Reactome	228,608,212,503
Amine Oxidase reactions	REACT_99857	Reactome	10,973,122,860,821,200,000,000
DARPP-32 events	REACT_88064	Reactome	7,369,912,314,190,520,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Opioid Signalling	REACT_110430	Reactome	73699,104110,18797,12314,19052,18747,19085,14680,14702,18610,11513,12912,432530,18577,18795,16438,14679,18575,18976,19055,18753,19084,26413,11512,12313,18796,18750,19088,14687,110385,210044,18390,18783,14678,242851,18798,18573,18752,19087,11515,12568,19058,110355,14686,19045,21770,18749,238871,19049,18574,14677,14688,104111,11514,224129,12315,12326,19053,16440,18578,14681,51792,19057,19056,14685,16439
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	REACT_86939	Reactome	522,065,900,852,563,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Activated point mutants of FGFR2	REACT_137289	Reactome	14,164,141,796,465,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
EGFR Transactivation by Gastrin	REACT_135329	Reactome	152,001,665,318,750,000,000,000,000,000,000,000,000,000,000
Gastrin-CREB signalling pathway via PKC and MAPK	REACT_133090	Reactome	14676,20308,110197,243407,110651,26417,380921,11548,231871,78134,12669,217480,58991,233080,217369,65086,20112,280287,225642,321020,12374,18216,56183,14062,67405,14744,207911,110355,229214,320127,12426,213788,100043254,19395,11549,13615,14714,13139,14061,14672,223435,210198,16439,16644,12425,14829,18796,16440,70086,18798,13618,230777,545156,14291,14064,385643,20662,54615,237362,246313,21338,433292,18708,13617,54140,14294,22045,18761,18101,14682,11820,14459,11608,11998,18442,15171,21390,67168,15559,18706,21337,26946,56470,319197,574402,18441,13614,16995,58182,20305,26361,269060,14675,12912,14527,30044,16438,12424,52666,26413,56696,14290,18750,50501,21334,233079,19220,246691,114229,20111,53978,18755,57260,104443,110157,13616,12671,14289,22044,15200,12534,11606,15465,21333,14816,24111,54401,26395,58861,16952,12062,18430,227333,110524,20208,110312,18754,23945,11607,233571,18797,18176,15558,56077,21336,19204,233081,11550,17392,18795,18429,16653,18217,23939,321021,14063,224065,216749,319239,14745,14526,19216,104418,78826,22065,64214,12061,14702,14773,14784,14715,20209,108071,15461,13649,15560,19735,22068,16963,387285,14688,26396,18753,68039,227717,238377,14065,208188
Signaling by GPCR	REACT_77799	Reactome	20308,12771,387354,16867,16801,53972,258701,353167,258553,258564,14704,259007,14428,22408,110326,258658,14681,329460,58991,19064,102098,12057,65956,84112,56861,258922,258681,19049,269608,259017,259092,258630,258357,258880,64337,258732,258264,67405,14744,258830,14695,387347,404318,20607,258698,258443,11548,259040,100043254,18390,436002,258409,258996,258784,17199,241489,257921,258587,14061,258495,258814,258821,109904,259075,19057,258397,12425,258772,69632,51791,11553,387515,259014,110168,258279,258354,100041593,14291,14366,258725,258449,259036,258903,108073,15566,11541,258618,258267,258406,404336,258713,236915,18366,217212,211472,110385,258640,22045,258216,258694,258866,18324,258358,14682,259041,12568,404337,258840,258105,11998,259071,259082,258347,258934,19084,117005,12311,258671,104111,258305,258744,15559,16866,257881,12772,258420,258882,230972,57271,258569,258399,14709,258944,258897,258147,258680,54598,22413,258520,258663,13490,26361,258387,259109,67865,14527,19217,30044,12267,16438,14710,258468,22094,258336,404335,52666,18369,258881,19353,258439,259026,258583,258291,258366,258154,55985,11516,18576,20310,258461,258600,258249,387348,246691,114229,258703,258371,57260,257880,353166,258418,14823,208990,258789,17200,110651,18314,18166,101497,258967,259106,258228,19214,258016,12922,54401,26395,258470,259053,18578,258592,404324,18430,57349,51792,13610,12145,258492,259019,259126,80706,23945,233571,258734,20303,258458,258593,258246,16653,21336,258692,11550,57253,258544,14699,258268,18795,258998,321021,258786,238377,18307,14063,83770,18753,258808,59289,258675,15550,14687,78826,11515,64214,258857,56744,258039,258633,11555,257902,20301,259008,50778,100862177,258939,71704,258727,14739,15461,258303,14602,13137,258749,15560,238871,14825,387285,12640,258991,258920,258854,17773,57272,68039,66066,258704,259010,12458,12765,70839,14676,110197,20608,56015,100504346,544748,16443,111174,14708,404473,30878,258341,207728,258386,258987,258652,257917,217480,258550,269060,100048847,258292,258307,258894,14700,12314,258746,20315,12774,217369,258980,65086,258117,19088,258363,258832,258321,14697,18216,258423,18783,257972,18829,22415,258657,258381,258968,207911,18312,258756,19219,14309,320127,26396,259062,11848,18583,258338,404329,258308,258645,13615,276865,18706,100043318,227289,20304,258463,14539,404317,258697,258560,226970,18796,259003,258984,258136,17202,230777,258515,14773,20208,20287,258961,258491,20662,54615,104418,57385,258676,258464,259055,258445,404222,29849,11556,258494,259013,259088,258353,54140,14294,258728,16800,20297,258595,18101,259061,387343,21338,11820,14459,268934,15565,19736,258270,258405,258992,258716,258859,18365,213527,22324,18755,21390,14685,67168,18607,258451,18331,12326,19053,258393,259044,258869,258768,12273,258635,56470,319197,258902,574402,258275,258350,258933,258314,258074,258721,258842,100039053,18322,16644,13139,108069,258160,258836,15562,257884,66102,258674,258402,258985,100041504,23919,258572,259163,26413,258424,19735,100043507,258893,50501,22416,12767,13489,26364,257936,14678,12777,259112,233079,258178,19220,258101,14764,259067,11853,18584,100862247,404338,18372,258067,258654,258261,13616,235611,330122,259025,259100,258400,12534,18749,258153,381853,14816,213498,18387,100038860,387355,258982,58861,258706,257971,109648,258417,259004,117004,258792,19055,18313,258516,16995,14701,18176,19354,18619,56077,11608,258098,12921,404331,258252,12062,258469,259056,381073,100041579,18429,258647,66786,13609,258435,259022,258973,22353,224065,258614,258733,634104,20306,14745,223780,258245,387344,15199,22065,20604,258699,11549,225192,258551,12802,259145,258833,18798,110157,258218,258785,258844,18310,14065,258584,29863,258372,258325,258930,13649,12918,258489,93896,258426,259124,18574,107221,15200,277935,258042,258636,387512,258355,114640,14367,406186,208188,20299,258454,244701,14601,258900,100048410,259046,258688,574417,436440,258407,258994,14419,258853,18367,258506,18155,12669,216783,258804,258819,19226,14683,226278,353325,233080,56089,258177,280287,257898,258481,259068,259083,258344,56183,258068,258189,258447,259034,258299,258310,26417,108071,258745,224014,11539,229214,12773,258608,14693,18315,387356,12768,212541,258120,432530,18356,193053,12000,258097,14714,224129,24012,257665,258206,22418,258660,13491,14672,258975,258763,19222,258103,54409,258478,80885,226304,22095,258924,258616,319430,18317,258648,258843,13618,257913,545156,259027,18751,100504977,258155,11517,20311,12770,246313,387349,24047,258700,258552,14707,258730,258794,17201,257931,258518,258589,18167,18761,56212,259107,258487,258752,258831,258683,227333,112408,259058,16439,404325,23984,18442,258507,13611,257910,259016,259095,258281,15171,14293,100504239,11514,20300,110312,258598,353148,387346,21337,258316,20606,258693,26946,257962,404315,258620,259147,258269,258408,54199,258787,74191,258586,258659,83771,353165,14688,18610,242425,19204,54611,12912,15551,259051,76854,387353,12424,258775,404322,258036,258051,258638,29845,11552,258970,259009,621580,50779,14290,12313,258319,20293,15466,258235,258315,21334,108072,258845,258690,11540,258401,20111,258883,258988,140795,56838,258993,258935,259047,258427,18389,12671,258954,258571,22044,19065,14370,258665,13492,26382,14677,99296,259119,20609,258764,19227,19878,259165,16440,258631,258979,259070,80901,258207,258459,17392,12310,258653,258441,104110,258293,258304,258895,17207,15558,18577,20312,12775,258959,54393,22325,252837,258322,258923,258557,258568,18217,545140,258532,259069,18316,244187,18168,319239,14674,258969,14526,258757,19216,12266,258811,258684,12061,259063,259074,15945,258196,258339,54126,18346,258650,11651,257915,259021,257883,258290,258361,258736,100862578,21770,20305,258460,387341,387351,22068,258702,56533,258822,258362,258554,12801,14696,18797,259000,258999,258788,19056,259097,258591,20209,20663,258687,21844,73699,258677,243407,258672,258465,259052,11512,18573,258776,380921,19228,13605,22354,259018,259089,30955,78134,258941,258899,258729,23796,20302,258453,387616,56858,258241,387340,258907,258168,258695,140498,18976,57252,218066,20112,225642,17329,321020,258320,12374,258717,404319,258580,242851,14062,257933,18752,623503,259011,13051,19206,110511,18328,19058,110355,14686,259045,12426,258769,213788,258632,11554,19395,258351,404346,14675,258075,258433,320207,20295,258450,259033,239283,14607,258309,13136,258562,12315,258748,15563,11542,12776,19085,258403,258990,546747,70086,258573,258601,14702,237362,258425,228228,258997,58175,18321,258524,385643,100042493,14679,259042,259113,73341,433292,29846,14680,242093,258302,545205,258340,258064,258914,13617,257916,257872,56349,258682,258158,15552,11535,12769,387352,258983,258215,18352,258559,223435,258422,258901,210198,258793,258517,258656,258380,258536,259110,257985,19218,11609,14308,258686,258661,404328,100042690,18441,258644,13614,257909,12672,18747,58182,258971,227288,258151,258738,11513,22355,258462,258597,18386,387345,404316,20605,258696,57257,258563,259002,24001,14427,56696,18750,258585,207212,258373,258960,171207,75547,11606,14163,258525,259054,18575,53978,104443,18341,387513,259012,259091,258277,258352,258943,14289,19773,258455,100862498,15465,387342,21333,24111,19087,258689,380698,14829,16952,259143,258404,100040268,258719,100504362,110524,14064,258673,239336,18754,258879,18708,258805,258370,18330,14369,19052,257734,667992,258542,233081,258180,258896,258846,19877,100041703,258634,259161,384732,258486,258649,170639,258932,23939,231871,319229,258720,259035,216749,258296,258898,11607,108068,258163,100862654,15557,12778,381489,210044,16336,258027,15874,258121,15139,109934,18357,14784,258575,14715,116903,12766,19045,13488,14706,14673,259115,259001,258025,243764,16963,257888,259066,258937,11852,258342,258925,258767,94226,51801,212108,227717,259024,14652,258313
